Periodo;Item;T_No;DC;Detalle;Codigo;Campo;Lst;X;ID
^.^;^.^;25;^D^;^Cta_Ret_2.75^;^2.1.03.01.02^;^.^;0;^.^;31
^.^;^.^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;32
^.^;^.^;25;^D^;^Cta_Ret_10^;^2.1.03.01.04^;^.^;0;^.^;33
^.^;^.^;25;^D^;^Cta_Ret_25^;^2.1.03.01.04^;^.^;0;^.^;34
^.^;^.^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;35
^.^;^.^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;36
^.^;^.^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;37
^.^;^.^;25;^D^;^Cta_Ret_IVA_30^;^2.1.03.04.01^;^.^;0;^.^;38
^.^;^.^;25;^D^;^Cta_Ret_IVA_50^;^2.1.03.04.01^;^.^;0;^.^;39
^.^;^.^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;40
^.^;^.^;25;^D^;^Cta_Ret_IVA_10^;^2.1.03.04.02^;^.^;0;^.^;41
^.^;^.^;25;^D^;^Cta_Ret_IVA_20^;^2.1.03.04.02^;^.^;0;^.^;42
^.^;^.^;25;^D^;^Cta_Ret_IVA_70^;^2.1.03.04.02^;^.^;0;^.^;43
^.^;^.^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;44
^.^;^.^;25;^D^;^Cta_Ret_IVAB_100^;^2.1.03.04.03^;^.^;0;^.^;45
^.^;^.^;25;^D^;^Cta_Ret_IVAS_100^;^2.1.03.04.03^;^.^;0;^.^;46
^.^;^.^;10;^D^;^Cta_CxP_Retenciones^;^2.1.04.01^;^.^;0;^.^;47
^.^;^.^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;48
^.^;^.^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;49
^.^;^.^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;50
^.^;^.^;10;^D^;^Cta_CxP Tarjetas^;^2.3.01^;^.^;0;^.^;51
^.^;^.^;10;^D^;^Cta_CxP_Tarjetas^;^2.3.01^;^.^;0;^.^;52
^.^;^.^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;53
^.^;^.^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;54
^.^;^.^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;55
^.^;^.^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;56
^.^;^.^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;57
^.^;^.^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;58
^.^;^.^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;59
^.^;^.^;11;^D^;^Cta_Descuentos^;^4.2.04.02.02^;^.^;0;^.^;60
^.^;^.^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;61
^.^;^.^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;62
^.^;^.^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;63
^.^;^.^;14;^D^;^Cta_Gastos_Personales^;^5.1.05.08^;^.^;0;^.^;64
^.^;^.^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;65
^.^;^.^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;66
^.^;^.^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;67
^.^;^.^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;68
^.^;^.^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;69
^.^;^.^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;70
^.^;^.^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;71
^.^;^.^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;72
^.^;^.^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;73
^.^;^.^;37;^B^;^PVP_Al_Inicio^;^FALSE^;^.^;0;^.^;74
^.^;^000^;4;^D^;^Cta_Caja_GMN^;^1^;^.^;0;^.^;75
^.^;^000^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;76
^.^;^000^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;77
^.^;^000^;5;^D^;^Cta_Caja_BAU^;^1^;^.^;0;^.^;78
^.^;^000^;2;^D^;^Cta_Caja_General^;^1^;^.^;0;^.^;79
^.^;^000^;3;^D^;^Cta_Caja_GME^;^1^;^.^;0;^.^;80
^.^;^000^;36;^B^;^Inv_Promedio^;^1^;^.^;0;^.^;81
^.^;^000^;1;^D^;^Cta_Banco^;^1.1.01.07^;^.^;0;^.^;82
^.^;^000^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;83
^.^;^000^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;84
^.^;^000^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;85
^.^;^000^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;86
^.^;^000^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.02.01^;^.^;0;^.^;87
^.^;^000^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;88
^.^;^000^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;89
^.^;^000^;37;^D^;^Cta_Desperdicio^;^1.1.02.03^;^.^;0;^X^;90
^.^;^000^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;91
^.^;^000^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;92
^.^;^000^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;93
^.^;^000^;19;^D^;^Cta_IVA_Inventario^;^1.1.04.05.01^;^.^;0;^.^;94
^.^;^000^;38;^D^;^Cta_Ret_IVA^;^1.1.04.05.01^;^.^;0;^.^;95
^.^;^000^;25;^D^;^Cta_Ret^;^1.1.04.05.02^;^.^;0;^.^;96
^.^;^000^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;97
^.^;^000^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;98
^.^;^000^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;99
^.^;^000^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;100
^.^;^000^;18;^D^;^Cta_IVA^;^2.1.01.05.01^;^.^;0;^.^;101
^.^;^000^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;102
^.^;^000^;25;^D^;^Cta_Ret_1.75^;^2.1.03.01.01^;^.^;0;^.^;103
^.^;^000^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;104
^.^;^000^;25;^D^;^Cta_Ret_2.75^;^2.1.03.01.02^;^.^;0;^.^;105
^.^;^000^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;106
^.^;^000^;25;^D^;^Cta_Ret_10^;^2.1.03.01.04^;^.^;0;^.^;107
^.^;^000^;25;^D^;^Cta_Ret_25^;^2.1.03.01.04^;^.^;0;^.^;108
^.^;^000^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;109
^.^;^000^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;110
^.^;^000^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;111
^.^;^000^;25;^D^;^Cta_Ret_IVA_30^;^2.1.03.04.01^;^.^;0;^.^;112
^.^;^000^;25;^D^;^Cta_Ret_IVA_50^;^2.1.03.04.01^;^.^;0;^.^;113
^.^;^000^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;114
^.^;^000^;25;^D^;^Cta_Ret_IVA_10^;^2.1.03.04.02^;^.^;0;^.^;115
^.^;^000^;25;^D^;^Cta_Ret_IVA_20^;^2.1.03.04.02^;^.^;0;^.^;116
^.^;^000^;25;^D^;^Cta_Ret_IVA_70^;^2.1.03.04.02^;^.^;0;^.^;117
^.^;^000^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;118
^.^;^000^;25;^D^;^Cta_Ret_IVAB_100^;^2.1.03.04.03^;^.^;0;^.^;119
^.^;^000^;25;^D^;^Cta_Ret_IVAS_100^;^2.1.03.04.03^;^.^;0;^.^;120
^.^;^000^;10;^D^;^Cta_CxP_Retenciones^;^2.1.04.01^;^.^;0;^.^;121
^.^;^000^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;122
^.^;^000^;38;^D^;^Cta_Ret_IVA_Egreso^;^2.1.08.01.01.014^;^.^;0;^X^;123
^.^;^000^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;124
^.^;^000^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;125
^.^;^000^;10;^D^;^Cta_CxP Tarjetas^;^2.3.01^;^.^;0;^.^;126
^.^;^000^;10;^D^;^Cta_CxP_Tarjetas^;^2.3.01^;^.^;0;^.^;127
^.^;^000^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;128
^.^;^000^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;129
^.^;^000^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;130
^.^;^000^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;131
^.^;^000^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;132
^.^;^000^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;133
^.^;^000^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;134
^.^;^000^;11;^D^;^Cta_Descuentos^;^4.2.04.02.02^;^.^;0;^.^;135
^.^;^000^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;136
^.^;^000^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;137
^.^;^000^;31;^D^;^Cta_Devolucion_Ventas^;^4.4.02.01^;^.^;0;^.^;138
^.^;^000^;14;^D^;^Cta_Gastos_Personales^;^5.1.05.08^;^.^;0;^X^;139
^.^;^000^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;140
^.^;^000^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;141
^.^;^000^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;142
^.^;^000^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;143
^.^;^000^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;144
^.^;^000^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;145
^.^;^000^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;146
^.^;^000^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;147
^.^;^000^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;148
^.^;^000^;37;^B^;^PVP_Al_Inicio^;^FALSE^;^.^;0;^.^;149
^.^;^998^;36;^B^;^Inv_Promedio^;^1^;^.^;0;^.^;150
^.^;^998^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;151
^.^;^998^;5;^D^;^Cta_Caja_BAU^;^1.1.01.01.01.005^;^.^;0;^.^;152
^.^;^998^;2;^D^;^Cta_Caja_General^;^1.1.01.01.01.005^;^.^;0;^.^;153
^.^;^998^;3;^D^;^Cta_Caja_GME^;^1.1.01.01.01.005^;^.^;0;^.^;154
^.^;^998^;4;^D^;^Cta_Caja_GMN^;^1.1.01.01.01.005^;^.^;0;^.^;155
^.^;^998^;5;^D^;^Cta_Caja_Vaucher^;^1.1.01.01.01.005^;^.^;0;^.^;156
^.^;^998^;1;^D^;^Cta_Banco^;^1.1.01.07^;^.^;0;^.^;157
^.^;^998^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;158
^.^;^998^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;159
^.^;^998^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;160
^.^;^998^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;161
^.^;^998^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.02.01^;^.^;0;^.^;162
^.^;^998^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;163
^.^;^998^;37;^D^;^Cta_Desperdicio^;^1.1.02.03^;^.^;0;^.^;164
^.^;^998^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;165
^.^;^998^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;166
^.^;^998^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;167
^.^;^998^;19;^D^;^Cta_IVA_Inventario^;^1.1.04.05.01^;^.^;0;^.^;168
^.^;^998^;38;^D^;^Cta_Ret_IVA^;^1.1.04.05.01^;^.^;0;^.^;169
^.^;^998^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;170
^.^;^998^;25;^D^;^Cta_Ret^;^1.1.04.05.02^;^.^;0;^.^;171
^.^;^998^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;172
^.^;^998^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;173
^.^;^998^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;174
^.^;^998^;18;^D^;^Cta_IVA^;^2.1.01.05.01^;^.^;0;^.^;175
^.^;^998^;23;^D^;^Cta_Proveedores^;^2.1.03.01.01^;^.^;0;^.^;176
^.^;^998^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;177
^.^;^998^;25;^D^;^Cta_Ret_1.75^;^2.1.03.01.01^;^.^;0;^.^;178
^.^;^998^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;179
^.^;^998^;25;^D^;^Cta_Ret_2.75^;^2.1.03.01.02^;^.^;0;^.^;180
^.^;^998^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;181
^.^;^998^;25;^D^;^Cta_Ret_10^;^2.1.03.01.04^;^.^;0;^.^;182
^.^;^998^;25;^D^;^Cta_Ret_25^;^2.1.03.01.04^;^.^;0;^.^;183
^.^;^998^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;184
^.^;^998^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;185
^.^;^998^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;186
^.^;^998^;25;^D^;^Cta_Ret_IVA_30^;^2.1.03.04.01^;^.^;0;^.^;187
^.^;^998^;25;^D^;^Cta_Ret_IVA_50^;^2.1.03.04.01^;^.^;0;^.^;188
^.^;^998^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;189
^.^;^998^;25;^D^;^Cta_Ret_IVA_10^;^2.1.03.04.02^;^.^;0;^.^;190
^.^;^998^;25;^D^;^Cta_Ret_IVA_20^;^2.1.03.04.02^;^.^;0;^.^;191
^.^;^998^;25;^D^;^Cta_Ret_IVA_70^;^2.1.03.04.02^;^.^;0;^.^;192
^.^;^998^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;193
^.^;^998^;25;^D^;^Cta_Ret_IVAB_100^;^2.1.03.04.03^;^.^;0;^.^;194
^.^;^998^;25;^D^;^Cta_Ret_IVAS_100^;^2.1.03.04.03^;^.^;0;^.^;195
^.^;^998^;10;^D^;^Cta_CxP_Retenciones^;^2.1.04.01^;^.^;0;^.^;196
^.^;^998^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;197
^.^;^998^;38;^D^;^Cta_Ret_IVA_Egreso^;^2.1.08.01.01.014^;^.^;0;^.^;198
^.^;^998^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;199
^.^;^998^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;200
^.^;^998^;10;^D^;^Cta_CxP Tarjetas^;^2.3.01^;^.^;0;^.^;201
^.^;^998^;10;^D^;^Cta_CxP_Tarjetas^;^2.3.01^;^.^;0;^.^;202
^.^;^998^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;203
^.^;^998^;27;^C^;^Cta_Solca^;^2.6.02.01^;^.^;0;^.^;204
^.^;^998^;17;^D^;^Cta_Intereses1^;^2.9.04.05.05.01^;^.^;0;^.^;205
^.^;^998^;26;^D^;^Cta_Servicio^;^2.9.90.05.25^;^.^;0;^.^;206
^.^;^998^;26;^D^;^Cta_Sobrantes^;^2.9.90.05.25^;^.^;0;^.^;207
^.^;^998^;6;^D^;^Cta_Certificado^;^3.3.01.25^;^.^;0;^.^;208
^.^;^998^;16;^D^;^Cta_Intereses^;^4.1.02.10.01^;^.^;0;^.^;209
^.^;^998^;11;^D^;^Cta_Descuentos^;^4.2.01.05^;^.^;0;^.^;210
^.^;^998^;31;^D^;^Cta_Devolucion_Ventas^;^4.2.01.05^;^.^;0;^.^;211
^.^;^998^;11;^D^;^Cta_Descuentos_Pronto_Pago^;^4.2.04.02.03^;^.^;0;^.^;212
^.^;^998^;37;^D^;^Cta_Devolucion_Ventas_NC^;^4.4.02.01^;^.^;0;^.^;213
^.^;^998^;14;^D^;^Cta_Gastos_Personales^;^5.1.05.08^;^.^;0;^.^;214
^.^;^998^;8;^D^;^Cta_Comision^;^5.2.01.05.10^;^.^;0;^.^;215
^.^;^998^;22;^C^;^Cta_Otro_Impuesto^;^5.3.02.35^;^.^;0;^.^;216
^.^;^998^;9;^D^;^Cta_ComisionB^;^5.7.07.01^;^.^;0;^.^;217
^.^;^998^;1;^D^;^Cta_Anticipos^;^5.7.90.01^;^.^;0;^.^;218
^.^;^998^;1;^D^;^Cta_Apertura^;^5.7.90.01^;^.^;0;^.^;219
^.^;^998^;7;^D^;^Cta_Cobranzas^;^5.8.90.01^;^.^;0;^.^;220
^.^;^998^;15;^C^;^Cta_Impuesto^;^5.8.90.04^;^.^;0;^.^;221
^.^;^998^;21;^D^;^Cta_Mantenimiento^;^5.8.90.04^;^.^;0;^.^;222
^.^;^998^;21;^D^;^Cta_Fondo_Mortuorio^;^5.8.90.04^;^.^;0;^.^;223
^.^;^998^;37;^B^;^PVP_Al_Inicio^;^FALSE^;^.^;0;^.^;224
^.^;^999^;5;^D^;^Cta_Caja_BAU^;^1^;^.^;0;^.^;225
^.^;^999^;2;^D^;^Cta_Caja_General^;^1^;^.^;0;^.^;226
^.^;^999^;3;^D^;^Cta_Caja_GME^;^1^;^.^;0;^.^;227
^.^;^999^;4;^D^;^Cta_Caja_GMN^;^1^;^.^;0;^.^;228
^.^;^999^;5;^D^;^Cta_Caja_Vaucher^;^1^;^.^;0;^.^;229
^.^;^999^;30;^D^;^Cta_Cheque_Transito^;^1^;^.^;0;^.^;230
^.^;^999^;36;^B^;^Inv_Promedio^;^1^;^.^;0;^.^;231
^.^;^999^;1;^D^;^Cta_Banco^;^1.1.01.07^;^.^;0;^.^;232
^.^;^999^;12;^D^;^Cta_Diferencial_Cambiario^;^1.1.02.01^;^.^;0;^.^;233
^.^;^999^;15;^D^;^Cta_Gasto_Bancario^;^1.1.02.01^;^.^;0;^.^;234
^.^;^999^;14;^D^;^Cta_Gastos^;^1.1.02.01^;^.^;0;^.^;235
^.^;^999^;30;^D^;^Cta_Utilidad_Perdida^;^1.1.02.01^;^.^;0;^.^;236
^.^;^999^;31;^D^;^Cta_Ventas^;^1.1.02.01^;^.^;0;^.^;237
^.^;^999^;37;^D^;^Cta_Desperdicio^;^1.1.02.03^;^.^;0;^.^;238
^.^;^999^;13;^D^;^Cta_Faltantes^;^1.1.02.03^;^.^;0;^.^;239
^.^;^999^;23;^D^;^Cta_Protestos^;^1.1.02.03^;^.^;0;^.^;240
^.^;^999^;10;^D^;^Cta_CxC^;^1.1.03.01^;^.^;0;^.^;241
^.^;^999^;29;^D^;^Cta_Transito^;^1.1.04.01^;^.^;0;^.^;242
^.^;^999^;39;^D^;^Cta_CxP_Propinas^;^1.1.04.05.01^;^.^;0;^.^;243
^.^;^999^;19;^D^;^Cta_IVA_Inventario^;^1.1.04.05.01^;^.^;0;^.^;244
^.^;^999^;38;^D^;^Cta_Ret_IVA^;^1.1.04.05.01^;^.^;0;^.^;245
^.^;^999^;25;^D^;^Cta_Ret^;^1.1.04.05.02^;^.^;0;^.^;246
^.^;^999^;24;^D^;^Cta_Ret_Ingreso^;^1.1.05.02^;^.^;0;^.^;247
^.^;^999^;28;^D^;^Cta_Suspenso^;^1.9.90.20.35.01^;^.^;0;^.^;248
^.^;^999^;23;^D^;^Cta_Proveedores^;^2^;^.^;0;^.^;249
^.^;^999^;1;^D^;^Cta_Anticipos_Clientes^;^2.1.01.04^;^.^;0;^.^;250
^.^;^999^;18;^D^;^Cta_IVA^;^2.1.01.05.01^;^.^;0;^.^;251
^.^;^999^;25;^D^;^Cta_Ret_1^;^2.1.03.01.01^;^.^;0;^.^;252
^.^;^999^;25;^D^;^Cta_Ret_1.75^;^2.1.03.01.01^;^.^;0;^.^;253
^.^;^999^;25;^D^;^Cta_Ret_2^;^2.1.03.01.02^;^.^;0;^.^;254
^.^;^999^;25;^D^;^Cta_Ret_2.75^;^2.1.03.01.02^;^.^;0;^.^;255
^.^;^999^;25;^D^;^Cta_Ret_5^;^2.1.03.01.02^;^.^;0;^.^;256
^.^;^999^;25;^D^;^Cta_Ret_10^;^2.1.03.01.04^;^.^;0;^.^;257
^.^;^999^;25;^D^;^Cta_Ret_25^;^2.1.03.01.04^;^.^;0;^.^;258
^.^;^999^;25;^D^;^Cta_Ret_8^;^2.1.03.01.04^;^.^;0;^.^;259
^.^;^999^;31;^D^;^Cta_CxP_NC^;^2.1.03.04^;^.^;0;^.^;260
^.^;^999^;25;^D^;^Cta_Ret_30^;^2.1.03.04.01^;^.^;0;^.^;261
^.^;^999^;25;^D^;^Cta_Ret_IVA_30^;^2.1.03.04.01^;^.^;0;^.^;262
^.^;^999^;25;^D^;^Cta_Ret_IVA_50^;^2.1.03.04.01^;^.^;0;^.^;263
^.^;^999^;25;^D^;^Cta_Ret_70^;^2.1.03.04.02^;^.^;0;^.^;264
^.^;^999^;25;^D^;^Cta_Ret_IVA_10^;^2.1.03.04.02^;^.^;0;^.^;265
^.^;^999^;25;^D^;^Cta_Ret_IVA_20^;^2.1.03.04.02^;^.^;0;^.^;266
^.^;^999^;25;^D^;^Cta_Ret_IVA_70^;^2.1.03.04.02^;^.^;0;^.^;267
^.^;^999^;25;^D^;^Cta_Ret_100^;^2.1.03.04.03^;^.^;0;^.^;268
^.^;^999^;25;^D^;^Cta_Ret_IVAB_100^;^2.1.03.04.03^;^.^;0;^.^;269
^.^;^999^;25;^D^;^Cta_Ret_IVAS_100^;^2.1.03.04.03^;^.^;0;^.^;270
^.^;^999^;10;^D^;^Cta_CxP_Retenciones^;^2.1.04.01^;^.^;0;^.^;271
^.^;^999^;24;^D^;^Cta_Ret_Egreso^;^2.1.05.04^;^.^;0;^.^;272
^.^;^999^;20;^D^;^Cta_Libretas^;^2.1.10.01.01^;^.^;0;^.^;273
^.^;^999^;40;^C^;^Cta_Impuesto_Renta_Empleado^;^2.1.12.04.01^;^.^;0;^.^;274
^.^;^999^;10;^D^;^Cta_CxP Tarjetas^;^2.3.01^;^.^;0;^.^;275
^.^;^999^;10;^D^;^Cta_CxP_Tarjetas^;^2.3.01^;^.^;0;^.^;276
^.^;^999^;26;^D^;^Cta_Seguro_Desgravamen^;^2.5.10.05^;^.^;0;^.^;277
